"genre_name","movie_title","budget","running_total_budget"
"Action","Falcon Rising","0","59443406599"
"Action","疯狂的石头","0","59443406599"
"Action","Fighting Tommy Riley","0","59443406599"
"Action","Wu Ji","0","59443406599"
"Action","Gli intoccabili","0","59443406599"
"Action","醉拳二","0","59443406599"
"Action","十面埋伏","0","59443406599"
"Action","Warriors of Virtue","0","59443406599"
"Action","Rabbit-Proof Fence","0","59443406599"
"Action","Hav Plenty","0","59443406599"
"Action","The Dead Undead","0","59443406599"
"Action","The Helix... Loaded","0","59443406599"
"Action","The Pink Panther","0","59443406599"
"Action","Quigley Down Under","0","59443406599"
"Action","In Her Line of Fire","0","59443406599"
"Action","Mad Money","0","59443406599"
"Action","Tycoon","0","59443406599"
"Action","Stealing Harvard","0","59443406599"
"Action","Caravans","0","59443406599"
"Action","Perrier’s Bounty","0","59443406599"
"Action","Royal Kill","0","59443406599"
"Action","Grosse Pointe Blank","0","59443406599"
"Action","The Edge","0","59443406599"
"Action","Kung Pow: Enter the Fist","0","59443406599"
"Action","The Crocodile Hunter: Collision Course","0","59443406599"
"Action","I Got the Hook Up","0","59443406599"
"Action","Meteor","0","59443406599"
"Action","Sugar Hill","0","59443406599"
"Action","Dum Maaro Dum","0","59443406599"
"Action","Money Talks","0","59443406599"
"Action","See Spot Run","0","59443406599"
"Action","Penitentiary","0","59443406599"
"Action","Men of War","0","59443406599"
"Action","Rampage","0","59443406599"
"Action","Madison","0","59443406599"
"Action","Salvando al Soldado Perez","0","59443406599"
"Action","This Thing of Ours","0","59443406599"
"Action","Blackthorn","0","59443406599"
"Action","The Legend of God's Gun","0","59443406599"
"Action","One Man's Hero","0","59443406599"
"Action","少林足球","0","59443406599"
"Action","Kites","0","59443406599"
"Action","태극기 휘날리며","0","59443406599"
"Action","Deuces Wild","0","59443406599"
"Action","Catch a Fire","0","59443406599"
"Action","Alien Zone","0","59443406599"
"Action","Lucky Break","0","59443406599"
"Action","Letters to God","0","59443406599"
"Action","The Man in the Iron Mask","0","59443406599"
"Action","Texas Rangers","0","59443406599"
"Action","疯狂的赛车","0","59443406599"
"Action","कृष","0","59443406599"
"Action","Bloody Sunday","0","59443406599"
"Action","The Legend of Hell's Gate: An American Conspiracy","0","59443406599"
"Action","Bullets Over Broadway","0","59443406599"
"Action","Megiddo: The Omega Code 2","0","59443406599"
"Action","Dungeons & Dragons: Wrath of the Dragon God","0","59443406599"
"Action","Dead Man Down","0","59443406599"
"Action","Nicholas Nickleby","0","59443406599"
"Action","The Specials","0","59443406599"
"Action","My Super Ex-Girlfriend","0","59443406599"
"Action","The Toxic Avenger Part II","0","59443406599"
"Action","Nancy Drew","0","59443406599"
"Action","Megaforce","0","59443406599"
"Action","Malone","0","59443406599"
"Action","The Man","0","59443406599"
"Action","Wild Hogs","0","59443406599"
"Action","Mercy Streets","0","59443406599"
"Action","Touching the Void","0","59443406599"
"Action","The Last Shot","0","59443406599"
"Action","Carriers","0","59443406599"
"Action","Khiladi 786","0","59443406599"
"Action","American Ninja 2: The Confrontation","0","59443406599"
"Action","March or Die","0","59443406599"
"Action","Deterrence","0","59443406599"
"Action","三国之见龙卸甲","0","59443406599"
"Action","The Hunting Party","0","59443406599"
"Action","Raise the Titanic","0","59443406599"
"Action","인천상륙작전","0","59443406599"
"Action","Green Street Hooligans: Underground","0","59443406599"
"Action","All Hat","0","59443406599"
"Action","Zombie Hunter","0","59443406599"
"Action","Dinner Rush","0","59443406599"
"Action","Jerusalema","0","59443406599"
"Action","Taxman","0","59443406599"
"Action","Robin and Marian","0","59443406599"
"Action","Love's Abiding Joy","0","59443406599"
"Action","Dance Flick","0","59443406599"
"Action","Jonah: A VeggieTales Movie","0","59443406599"
"Action","The Blood of Heroes","0","59443406599"
"Action","Stone Cold","0","59443406599"
"Action","High Heels and Low Lifes","0","59443406599"
"Action","The Toxic Avenger","0","59443406599"
"Action","Miss Congeniality 2: Armed and Fabulous","0","59443406599"
"Action","Eight Legged Freaks","0","59443406599"
"Action","The Tuxedo","0","59443406599"
"Action","風暴","0","59443406599"
"Action","逃出生天","0","59443406599"
"Action","Witless Protection","0","59443406599"
"Action","Confidence","0","59443406599"
"Action","Feast","0","59443406599"
"Action","Good Kill","0","59443406599"
"Action","Hot Rod","0","59443406599"
"Action","Swelter","0","59443406599"
"Action","Rockaway","0","59443406599"
"Action","Invasion U.S.A.","0","59443406599"
"Action","Echo Dr.","0","59443406599"
"Action","Rollerball","0","59443406599"
"Action","Split Second","7","59443406599"
"Action","Underclassman","0","59443406599"
"Action","Pootie Tang","0","59443406599"
"Action","The Yards","0","59443406599"
"Action","Rejsen til Saturn","0","59443406599"
"Action","Screwed","0","59443406599"
"Action","Small Time Crooks","0","59443406599"
"Action","Jack Brooks: Monster Slayer","0","59443406599"
"Action","The Crew","0","59443406599"
"Action","London","0","59443406599"
"Action","3 Ninjas Kick Back","0","59443406599"
"Action","Jimmy and Judy","0","59443406599"
"Action","Double Take","0","59443406599"
"Action","Kurmanjan Datka. Queen of the Mountains","0","59443406599"
"Action","Born Of War","0","59443406599"
"Action","Subconscious","0","59443406599"
"Action","Unsullied","0","59443406599"
"Action","The Beastmaster","0","59443406599"
"Action","Close Range","0","59443406599"
"Action","Next Day Air","0","59443406599"
"Action","Star Wars: Clone Wars (Volume 1)","0","59443406599"
"Action","Wind Walkers","0","59443406599"
"Action","Heroes of Dirt","0","59443406599"
"Action","Unnatural","0","59443406599"
"Action","Checkmate","0","59443406599"
"Action","Navy Seals vs. Zombies","0","59443406599"
"Action","Fifty Dead Men Walking","0","59443406599"
"Action","Nowhere to Run","0","59443406599"
"Action","American Hero","0","59443406599"
"Action","The Masked Saint","0","59443406599"
"Action","Fight to the Finish","0","59443406599"
"Action","Supercross","0","59443406599"
"Action","Plastic","10","59443406592"
"Action","F.I.S.T.","11","59443406582"
"Action","The 51st State","28","59443406571"
"Action","滿城盡帶黃金甲","110","59443406543"
"Action","Down Terrace","31192","59443406433"
"Action","Sweet Sweetback's Baadasssss Song","150000","59443375241"
"Action","El Mariachi","220000","59443225241"
"Action","Bronson","230000","59443005241"
"Action","Ink","250000","59442775241"
"Action","Death Race 2000","300000","59442525241"
"Action","Amidst the Devil's Wings","300000","59442225241"
"Action","Mad Max","400000","59441925241"
"Action","Stake Land","650000","59441525241"
"Action","Saints and Soldiers","780000","59440875241"
"Action","Dr. No","950000","59440095241"
"Action","Hardflip","1000000","59439145241"
"Action","The Hebrew Hammer","1000000","59438145241"
"Action","Gojira ni-sen mireniamu","1000000","59437145241"
"Action","Sands of Iwo Jima","1000000","59436145241"
"Action","Love Me Tender","1000000","59435145241"
"Action","Serbuan maut","1100000","59434145241"
"Action","Cotton Comes to Harlem","1200000","59433045241"
"Action","The Charge of the Light Brigade","1200000","59431845241"
"Action","Bloodsport","1500000","59430645241"
"Action","Killing Zoe","1500000","59429145241"
"Action","Lola rennt","1530000","59427645241"
"Action","Battle for the Planet of the Apes","1700000","59426115241"
"Action","Conquest of the Planet of the Apes","1700000","59424415241"
"Action","Independence Daysaster","1800000","59422715241"
"Action","The French Connection","1800000","59420915241"
"Action","The Marine 4: Moving Target","1950000","59419115241"
"Action","From Russia with Love","2000000","59417165241"
"Action","Subway","2000000","59415165241"
"Action","七人の侍","2000000","59413165241"
"Action","Six-String Samurai","2000000","59411165241"
"Action","Harsh Times","2000000","59409165241"
"Action","Hit & Run","2000000","59407165241"
"Action","The Proposition","2000000","59405165241"
"Action","Diary of the Dead","2000000","59403165241"
"Action","Mad Max 2","2000000","59401165241"
"Action","U.F.O.","2500000","59399165241"
"Action","Escape from the Planet of the Apes","2500000","59396665241"
"Action","Point Blank","2500000","59394165241"
"Action","Goldfinger","2500000","59391665241"
"Action","Super","2500000","59389165241"
"Action","Hud","2500000","59386665241"
"Action","Airborne","2600000","59384165241"
"Action","The Wraith","2700000","59381565241"
"Action","Open Road","3000000","59378865241"
"Action","Never Back Down 2: The Beatdown","3000000","59375865241"
"Action","Compadres","3000000","59372865241"
"Action","Phantasm II","3000000","59369865241"
"Action","Excessive Force","3000000","59366865241"
"Action","올드보이","3000000","59363865241"
"Action","Hobo with a Shotgun","3000000","59360865241"
"Action","Chicago Overcoat","3200000","59357865241"
"Action","Defendor","3500000","59354665241"
"Action","D.E.B.S.","3500000","59351165241"
"Action","Harper","3500000","59347665241"
"Action","Menace II Society","3500000","59344165241"
"Action","In the Name of the King III","3500000","59340665241"
"Action","The Man from Snowy River","3500000","59337165241"
"Action","Wicked Blood","3500000","59333665241"
"Action","Batman: The Dark Knight Returns, Part 2","3500000","59330165241"
"Action","The Ballad of Cable Hogue","3716946","59326665241"
"Action","The Sweeney","3730500","59322948295"
"Action","Annie Get Your Gun","3768785","59319217795"
"Action","一代宗師","3860000","59315449010"
"Action","Hell's Angels","3950000","59311589010"
"Action","Tropa de Elite","4000000","59307639010"
"Action","The Misfits","4000000","59303639010"
"Action","Topaz","4000000","59299639010"
"Action","A Lonely Place to Die","4000000","59295639010"
"Action","The Greatest Show on Earth","4000000","59291639010"
"Action","Red State","4000000","59287639010"
"Action","They Live","4000000","59283639010"
"Action","Red Dawn","4200000","59279639010"
"Action","Ночной дозор","4200000","59275439010"
"Action","Class of 1984","4300000","59271239010"
"Action","Airlift","4500000","59266939010"
"Action","放‧逐","4500000","59262439010"
"Action","War, Inc.","5000000","59257939010"
"Action","Nighthawks","5000000","59252939010"
"Action","Capricorn One","5000000","59247939010"
"Action","Race","5000000","59242939010"
"Action","Force 10 from Navarone","5000000","59237939010"
"Action","The Green Inferno","5000000","59232939010"
"Action","Lone Wolf McQuade","5000000","59227939010"
"Action","The Forsaken","5000000","59222939010"
"Action","No Escape","5000000","59217939010"
"Action","Chain of Command","5000000","59212939010"
"Action","Made","5000000","59207939010"
"Action","Thunderball","5500000","59202939010"
"Action","Crossover","5800000","59197439010"
"Action","The Train","5800000","59191639010"
"Action","ต้มยำกุ้ง","6000000","59185839010"
"Action","The Hit List","6000000","59179839010"
"Action","The Guard","6000000","59173839010"
"Action","The Boondock Saints","6000000","59167839010"
"Action","3 Strikes","6000000","59161839010"
"Action","Beastmaster 2: Through the Portal of Time","6000000","59155839010"
"Action","Platoon","6000000","59149839010"
"Action","Only the Strong","6000000","59143839010"
"Action","Escape from New York","6000000","59137839010"
"Action","The Terminator","6400000","59131839010"
"Action","Tracker","6500000","59125439010"
"Action","On Her Majesty's Secret Service","6500000","59118939010"
"Action","Narc","6500000","59112439010"
"Action","The Adventures of Huck Finn","6500000","59105939010"
"Action","Shade","6800000","59099439010"
"Action","Action Jackson","7000000","59092639010"
"Action","Live and Let Die","7000000","59085639010"
"Action","The Wash","7000000","59078639010"
"Action","In Too Deep","7000000","59071639010"
"Action","The Mighty Macs","7000000","59064639010"
"Action","The Other Side of Heaven","7000000","59057639010"
"Action","The Man with the Golden Gun","7000000","59050639010"
"Action","Desperado","7000000","59043639010"
"Action","Diamonds Are Forever","7200000","59036639010"
"Action","Harry Brown","7300000","59029439010"
"Action","Pound of Flesh","7500000","59022139010"
"Action","紅番區","7500000","59014639010"
"Action","Bon Cop Bad Cop","8000000","59007139010"
"Action","10th & Wolf","8000000","58999139010"
"Action","Brooklyn Rules","8000000","58991139010"
"Action","Wild Target","8000000","58983139010"
"Action","실미도","8000000","58975139010"
"Action","The Boondock Saints II: All Saints Day","8000000","58967139010"
"Action","Salvation Boulevard","8000000","58959139010"
"Action","Code of Honor","8000000","58951139010"
"Action","Fortress","8000000","58943139010"
"Action","Showdown in Little Tokyo","8000000","58935139010"
"Action","Ong Bak 2","8500000","58927139010"
"Action","The Way of the Gun","8500000","58918639010"
"Action","Heist","8900000","58910139010"
"Action","Set It Off","9000000","58901239010"
"Action","The Ice Pirates","9000000","58892239010"
"Action","Henry V","9000000","58883239010"
"Action","All Is Lost","9000000","58874239010"
"Action","Skin Trade","9000000","58865239010"
"Action","Logan's Run","9000000","58856239010"
"Action","It's a Mad, Mad, Mad, Mad World","9400000","58847239010"
"Action","You Only Live Twice","9500000","58837839010"
"Action","Stripes","10000000","58828339010"
"Action","Gentlemen Broncos","10000000","58818339010"
"Action","Reno 911!: Miami","10000000","58808339010"
"Action","The Matador","10000000","58798339010"
"Action","The Last Dragon","10000000","58788339010"
"Action","Kurtlar vadisi - Irak","10000000","58778339010"
"Action","Commando","10000000","58768339010"
"Action","The Limey","10000000","58758339010"
"Action","A Low Down Dirty Shame","10000000","58748339010"
"Action","The Devil's Tomb","10000000","58738339010"
"Action","Gun Shy","10000000","58728339010"
"Action","MacGruber","10000000","58718339010"
"Action","Into the Grizzly Maze","10000000","58708339010"
"Action","American Heist","10000000","58698339010"
"Action","Gunless","10000000","58688339010"
"Action","The Purge: Election Year","10000000","58678339010"
"Action","The Longest Day","10000000","58668339010"
"Action","좋은 놈, 나쁜 놈, 이상한 놈","10000000","58658339010"
"Action","Star Wars","11000000","58648339010"
"Action","September Dawn","11000000","58637339010"
"Action","Tremors","11000000","58626339010"
"Action","Corky Romano","11000000","58615339010"
"Action","Alien","11000000","58604339010"
"Action","Jackass Number Two","11000000","58593339010"
"Action","Romeo Is Bleeding","11500000","58582339010"
"Action","Star Trek II: The Wrath of Khan","12000000","58570839010"
"Action","Hot Fuzz","12000000","58558839010"
"Action","Act of Valor","12000000","58546839010"
"Action","Crank","12000000","58534839010"
"Action","Banlieue 13","12000000","58522839010"
"Action","Crossroads","12000000","58510839010"
"Action","Machete Kills","12000000","58498839010"
"Action","Drive Hard","12000000","58486839010"
"Action","剑雨","12000000","58474839010"
"Action","Centurion","12000000","58462839010"
"Action","Mad Max Beyond Thunderdome","12305523","58450839010"
"Action","Black November","12500000","58438533487"
"Action","True Romance","12500000","58426033487"
"Action","一個好人","12716953","58413533487"
"Action","Young Guns","13000000","58400816534"
"Action","Half Past Dead","13000000","58387816534"
"Action","Find Me Guilty","13000000","58374816534"
"Action","The Big Hit","13000000","58361816534"
"Action","The Last Godfather","13400000","58348816534"
"Action","Das Boot","14000000","58335416534"
"Action","Highway","14000000","58321416534"
"Action","White Fang","14000000","58307416534"
"Action","All About the Benjamins","14000000","58293416534"
"Action","The Spy Who Loved Me","14000000","58279416534"
"Action","Attack the Block","14350531","58265416534"
"Action","Keanu","15000000","58251066003"
"Action","Kiss Kiss Bang Bang","15000000","58236066003"
"Action","The Man with the Iron Fists","15000000","58221066003"
"Action","新宿事件","15000000","58206066003"
"Action","eXistenZ","15000000","58191066003"
"Action","First Blood","15000000","58176066003"
"Action","Beverly Hills Cop","15000000","58161066003"
"Action","シン・ゴジラ","15000000","58146066003"
"Action","Dark Blue","15000000","58131066003"
"Action","The Crow","15000000","58116066003"
"Action","刺客聶隱娘","15000000","58101066003"
"Action","Drive","15000000","58086066003"
"Action","The November Man","15000000","58071066003"
"Action","Top Gun","15000000","58056066003"
"Action","Silent Trigger","15000000","58041066003"
"Action","Double Impact","15000000","58026066003"
"Action","Cop Land","15000000","58011066003"
"Action","United 93","15000000","57996066003"
"Action","Firestarter","15000000","57981066003"
"Action","All The Queen's Men","15000000","57966066003"
"Action","Road House","15000000","57951066003"
"Action","Wasabi","15300000","57936066003"
"Action","Pokémon 3: The Movie","16000000","57920766003"
"Action","Steel","16000000","57904766003"
"Action","해운대","16000000","57888766003"
"Action","Left Behind","16000000","57872766003"
"Action","Highlander","16000000","57856766003"
"Action","Running Scared","17000000","57840766003"
"Action","Southland Tales","17000000","57823766003"
"Action","Kickboxer: Vengeance","17000000","57806766003"
"Action","Damnation Alley","17000000","57789766003"
"Action","Smokin' Aces","17000000","57772766003"
"Action","卧虎藏龙","17000000","57755766003"
"Action","55 Days at Peking","17000000","57738766003"
"Action","Superman IV: The Quest for Peace","17000000","57721766003"
"Action","Red Sonja","17900000","57704766003"
"Action","Catch That Kid","18000000","57686866003"
"Action","Mortal Kombat","18000000","57668866003"
"Action","Predator","18000000","57650866003"
"Action","Getaway","18000000","57632866003"
"Action","I Am Wrath","18000000","57614866003"
"Action","Spy Hard","18000000","57596866003"
"Action","Star Trek III: The Search for Spock","18000000","57578866003"
"Action","Renaissance","18000000","57560866003"
"Action","The Legend of the Lone Ranger","18000000","57542866003"
"Action","Soul Surfer","18000000","57524866003"
"Action","Wolves","18000000","57506866003"
"Action","The Empire Strikes Back","18000000","57488866003"
"Action","Young Sherlock Holmes","18000000","57470866003"
"Action","Raiders of the Lost Ark","18000000","57452866003"
"Action","The Prince","18000000","57434866003"
"Action","Conan the Destroyer","18000000","57416866003"
"Action","Firefox","18000000","57398866003"
"Action","RockNRolla","18000000","57380866003"
"Action","Aliens","18500000","57362866003"
"Action","Without a Paddle","19000000","57344366003"
"Action","From Dusk Till Dawn","19000000","57325366003"
"Action","Letters from Iwo Jima","19000000","57306366003"
"Action","兔侠传奇","19000000","57287366003"
"Action","Bad Boys","19000000","57268366003"
"Action","The Devil's Double","19100000","57249366003"
"Action","Daybreakers","20000000","57230266003"
"Action","Hackers","20000000","57210266003"
"Action","Vampires","20000000","57190266003"
"Action","Risen","20000000","57170266003"
"Action","Paint Your Wagon","20000000","57150266003"
"Action","Lockout","20000000","57130266003"
"Action","Never Back Down","20000000","57110266003"
"Action","Death Sentence","20000000","57090266003"
"Action","The Cold Light of Day","20000000","57070266003"
"Action","Beverly Hills Cop II","20000000","57050266003"
"Action","Alone in the Dark","20000000","57030266003"
"Action","The Man Who Knew Too Little","20000000","57010266003"
"Action","The Covenant","20000000","56990266003"
"Action","Love & Basketball","20000000","56970266003"
"Action","The Marine","20000000","56950266003"
"Action","Street Kings","20000000","56930266003"
"Action","Jackass 3D","20000000","56910266003"
"Action","Epic Movie","20000000","56890266003"
"Action","Code Name: The Cleaner","20000000","56870266003"
"Action","The Black Hole","20000000","56850266003"
"Action","Triple 9","20000000","56830266003"
"Action","Anacondas: The Hunt for the Blood Orchid","20000000","56810266003"
"Action","Machete","20000000","56790266003"
"Action","Armored","20000000","56770266003"
"Action","Equilibrium","20000000","56750266003"
"Action","The Crazies","20000000","56730266003"
"Action","功夫","20000000","56710266003"
"Action","12 Rounds","20000000","56690266003"
"Action","Dylan Dog: Dead of Night","20000000","56670266003"
"Action","Conan the Barbarian","20000000","56650266003"
"Action","The World's End","20000000","56630266003"
"Action","Undisputed","20000000","56610266003"
"Action","Crank: High Voltage","20000000","56590266003"
"Action","Paparazzi","20000000","56570266003"
"Action","Punisher: War Zone","20500000","56550266003"
"Action","The Transporter","21000000","56529766003"
"Action","DOA: Dead or Alive","21000000","56508766003"
"Action","Teenage Mutant Ninja Turtles III","21000000","56487766003"
"Action","The Death and Life of Bobby Z","22000000","56466766003"
"Action","The Net","22000000","56444766003"
"Action","Homefront","22000000","56422766003"
"Action","RoboCop 3","22000000","56400766003"
"Action","Underworld","22000000","56378766003"
"Action","Sorcerer","22000000","56356766003"
"Action","The Animal","22000000","56334766003"
"Action","Pitch Black","23000000","56312766003"
"Action","Harley Davidson and the Marlboro Man","23000000","56289766003"
"Action","十月圍城","23000000","56266766003"
"Action","Haywire","23000000","56243766003"
"Action","Faster","24000000","56220766003"
"Action","Alatriste","24000000","56196766003"
"Action","Hitman","24000000","56172766003"
"Action","Ready to Rumble","24000000","56148766003"
"Action","Scarface","25000000","56124766003"
"Action","Cloverfield","25000000","56099766003"
"Action","Tombstone","25000000","56074766003"
"Action","Tank Girl","25000000","56049766003"
"Action","The Bodyguard","25000000","56024766003"
"Action","Ride Along","25000000","55999766003"
"Action","Fled","25000000","55974766003"
"Action","Teenage Mutant Ninja Turtles II: The Secret of the Ooze","25000000","55949766003"
"Action","BloodRayne","25000000","55924766003"
"Action","War","25000000","55899766003"
"Action","The Losers","25000000","55874766003"
"Action","Kiss of the Dragon","25000000","55849766003"
"Action","The Golden Child","25000000","55824766003"
"Action","Undercover Brother","25000000","55799766003"
"Action","Jimmy Neutron: Boy Genius","25000000","55774766003"
"Action","Contraband","25000000","55749766003"
"Action","Nothing to Lose","25000000","55724766003"
"Action","The Corruptor","25000000","55699766003"
"Action","Ironclad","25000000","55674766003"
"Action","Jane Got a Gun","25000000","55649766003"
"Action","Sheena","25000000","55624766003"
"Action","Highlander: Endgame","25000000","55599766003"
"Action","Pain & Gain","25000000","55574766003"
"Action","Warrior","25000000","55549766003"
"Action","Waterloo","25000000","55524766003"
"Action","Cradle 2 the Grave","25000000","55499766003"
"Action","Maximum Risk","25000000","55474766003"
"Action","Cellular","25000000","55449766003"
"Action","The Grey","25000000","55424766003"
"Action","Big Trouble in Little China","25000000","55399766003"
"Action","Disaster Movie","25000000","55374766003"
"Action","Red Sky","25000000","55349766003"
"Action","Nomad","25000000","55324766003"
"Action","The Shadow","25000000","55299766003"
"Action","Romeo Must Die","25000000","55274766003"
"Action","The Transporter Refueled","25000000","55249766003"
"Action","Arn: Tempelriddaren","25000000","55224766003"
"Action","Taken","25000000","55199766003"
"Action","一個人的武林","25000000","55174766003"
"Action","The Bounty","25000000","55149766003"
"Action","Tora! Tora! Tora!","25485000","55124766003"
"Action","O Brother, Where Art Thou?","26000000","55099281003"
"Action","Highlander III: The Sorcerer","26000000","55073281003"
"Action","Silverado","26000000","55047281003"
"Action","Paul Blart: Mall Cop","26000000","55021281003"
"Action","Star Trek VI: The Undiscovered Country","27000000","54995281003"
"Action","The Lovers","27000000","54968281003"
"Action","Pineapple Express","27000000","54941281003"
"Action","The Newton Boys","27000000","54914281003"
"Action","The Running Man","27000000","54887281003"
"Action","The Blues Brothers","27000000","54860281003"
"Action","Timecop","27000000","54833281003"
"Action","Fight Valley","27000000","54806281003"
"Action","Spy Kids: All the Time in the World","27000000","54779281003"
"Action","Krull","27000000","54752281003"
"Action","Der Baader Meinhof Komplex","27000000","54725281003"
"Action","Lake Placid","27000000","54698281003"
"Action","Octopussy","27500000","54671281003"
"Action","Kick-Ass","28000000","54643781003"
"Action","30 Minutes or Less","28000000","54615781003"
"Action","The Spy Next Door","28000000","54587781003"
"Action","3 Days to Kill","28000000","54559781003"
"Action","Brick Mansions","28000000","54531781003"
"Action","Kick-Ass 2","28000000","54503781003"
"Action","Die Hard","28000000","54475781003"
"Action","Laws of Attraction","28000000","54447781003"
"Action","Agent Cody Banks","28000000","54419781003"
"Action","Dawn of the Dead","28000000","54391781003"
"Action","For Your Eyes Only","28000000","54363781003"
"Action","Indiana Jones and the Temple of Doom","28000000","54335781003"
"Action","Ghosts of Mars","28000000","54307781003"
"Action","The Borrowers","29000000","54279781003"
"Action","Once Upon a Time in Mexico","29000000","54250781003"
"Action","Speed","30000000","54221781003"
"Action","Ultraviolet","30000000","54191781003"
"Action","Looper","30000000","54161781003"
"Action","Black Rain","30000000","54131781003"
"Action","9","30000000","54101781003"
"Action","The Cave","30000000","54071781003"
"Action","A View to a Kill","30000000","54041781003"
"Action","The Last Stand","30000000","54011781003"
"Action","Southpaw","30000000","53981781003"
"Action","Sicario","30000000","53951781003"
"Action","Bait","30000000","53921781003"
"Action","Unknown","30000000","53891781003"
"Action","Virtuosity","30000000","53861781003"
"Action","Kill Bill: Vol. 2","30000000","53831781003"
"Action","The Darkest Hour","30000000","53801781003"
"Action","Mortal Kombat: Annihilation","30000000","53771781003"
"Action","辛亥革命","30000000","53741781003"
"Action","Safe","30000000","53711781003"
"Action","Sanctum","30000000","53681781003"
"Action","Cop Out","30000000","53651781003"
"Action","Hanna","30000000","53621781003"
"Action","Gridiron Gang","30000000","53591781003"
"Action","Machine Gun Preacher","30000000","53561781003"
"Action","The Hunt for Red October","30000000","53531781003"
"Action","Star Trek V: The Final Frontier","30000000","53501781003"
"Action","The Assassination of Jesse James by the Coward Robert Ford","30000000","53471781003"
"Action","The Replacement Killers","30000000","53441781003"
"Action","Doomsday","30000000","53411781003"
"Action","The Quiet American","30000000","53381781003"
"Action","Antitrust","30000000","53351781003"
"Action","Wing Commander","30000000","53321781003"
"Action","Kill Bill: Vol. 1","30000000","53291781003"
"Action","英雄","31000000","53261781003"
"Action","Criminal","31500000","53230781003"
"Action","Big Mommas: Like Father, Like Son","32000000","53199281003"
"Action","Repo Men","32000000","53167281003"
"Action","The Quick and the Dead","32000000","53135281003"
"Action","Team America: World Police","32000000","53103281003"
"Action","Licence to Kill","32000000","53071281003"
"Action","Takers","32000000","53039281003"
"Action","Alive","32000000","53007281003"
"Action","This Is the End","32000000","52975281003"
"Action","Transporter 2","32000000","52943281003"
"Action","Return of the Jedi","32350000","52911281003"
"Action","Micmacs à tire-larigot","33000000","52878931003"
"Action","The Punisher","33000000","52845931003"
"Action","Resident Evil","33000000","52812931003"
"Action","Knock Off","33000000","52779931003"
"Action","Snakes on a Plane","33000000","52746931003"
"Action","Pandorum","33000000","52713931003"
"Action","The Maze Runner","34000000","52680931003"
"Action","Moonraker","34000000","52646931003"
"Action","Abduction","35000000","52612931003"
"Action","Lethal Weapon 3","35000000","52577931003"
"Action","Spy Kids","35000000","52542931003"
"Action","Underworld: Rise of the Lycans","35000000","52507931003"
"Action","Max Payne","35000000","52472931003"
"Action","American Outlaws","35000000","52437931003"
"Action","Species","35000000","52402931003"
"Action","Smilla's Sense of Snow","35000000","52367931003"
"Action","1941","35000000","52332931003"
"Action","Premium Rush","35000000","52297931003"
"Action","Flight of the Intruder","35000000","52262931003"
"Action","Superhero Movie","35000000","52227931003"
"Action","Parker","35000000","52192931003"
"Action","Street Fighter","35000000","52157931003"
"Action","Batman","35000000","52122931003"
"Action","The Count of Monte Cristo","35000000","52087931003"
"Action","Hot Pursuit","35000000","52052931003"
"Action","Predator 2","35000000","52017931003"
"Action","Lions for Lambs","35000000","51982931003"
"Action","Bound by Honor","35000000","51947931003"
"Action","Lion of the Desert","35000000","51912931003"
"Action","Bandidas","35000000","51877931003"
"Action","Sabotage","35000000","51842931003"
"Action","Stolen","35000000","51807931003"
"Action","A Man Apart","36000000","51772931003"
"Action","Never Say Never Again","36000000","51736931003"
"Action","Breakdown","36000000","51700931003"
"Action","葉問3","36000000","51664931003"
"Action","Obitaemyy Ostrov","36500000","51628931003"
"Action","Switchback","37000000","51592431003"
"Action","Spy Kids 3-D: Game Over","38000000","51555431003"
"Action","The Fast and the Furious","38000000","51517431003"
"Action","Rush","38000000","51479431003"
"Action","Virgin Territory","38000000","51441431003"
"Action","White Squall","38000000","51403431003"
"Action","Star Trek: Generations","38000000","51365431003"
"Action","Paul Blart: Mall Cop 2","38000000","51327431003"
"Action","Spy Kids 2: The Island of Lost Dreams","38000000","51289431003"
"Action","Riddick","38000000","51251431003"
"Action","Superman III","39000000","51213431003"
"Action","Serenity","39000000","51174431003"
"Action","Snowpiercer","39200000","51135431003"
"Action","投名狀","40000000","51096231003"
"Action","Cirque du Freak: The Vampire's Assistant","40000000","51056231003"
"Action","Duplex","40000000","51016231003"
"Action","Stormbreaker","40000000","50976231003"
"Action","The Last of the Mohicans","40000000","50936231003"
"Action","Dune","40000000","50896231003"
"Action","Kiss of Death","40000000","50856231003"
"Action","Predators","40000000","50816231003"
"Action","Ninja Assassin","40000000","50776231003"
"Action","Torque","40000000","50736231003"
"Action","The Musketeer","40000000","50696231003"
"Action","Spawn","40000000","50656231003"
"Action","Lone Survivor","40000000","50616231003"
"Action","Impostor","40000000","50576231003"
"Action","Big Trouble","40000000","50536231003"
"Action","The Living Daylights","40000000","50496231003"
"Action","Apocalypto","40000000","50456231003"
"Action","Behind Enemy Lines","40000000","50416231003"
"Action","In Time","40000000","50376231003"
"Action","Johnny English","40000000","50336231003"
"Action","The Mechanic","40000000","50296231003"
"Action","Whiteout","40000000","50256231003"
"Action","Baahubali: The Beginning","40000000","50216231003"
"Action","Colombiana","40000000","50176231003"
"Action","One for the Money","40000000","50136231003"
"Action","Aliens vs Predator: Requiem","40000000","50096231003"
"Action","Man of the House","40000000","50056231003"
"Action","Small Soldiers","40000000","50016231003"
"Action","The Bounty Hunter","40000000","49976231003"
